GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0008150	biological_process	6.34371010890255e-07	6.34371010890255e-07	+1	FBgn0000008,FBgn0000042,FBgn0000043,FBgn0000061,FBgn0000064,FBgn0000092,FBgn0000100,FBgn0000108,FBgn0000120,FBgn0000150,FBgn0000153,FBgn0000181,FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000346,FBgn0000370,FBgn0000454,FBgn0000527,FBgn0000579,FBgn0000611,FBgn0001092,FBgn0001105,FBgn0001114,FBgn0001122,FBgn0001125,FBgn0001197,FBgn0001218,FBgn0001257,FBgn0001258,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002626,FBgn0002868,FBgn0002938,FBgn0002940,FBgn0003074,FBgn0003137,FBgn0003162,FBgn0003218,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004101,FBgn0004179,FBgn0004381,FBgn0004507,FBgn0004509,FBgn0004574,FBgn0004623,FBgn0004636,FBgn0004687,FBgn0004784,FBgn0004828,FBgn0004907,FBgn0004921,FBgn0005586,FBgn0005593,FBgn0005664,FBgn0005671,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010380,FBgn0010422,FBgn0010452,FBgn0011481,FBgn0011582,FBgn0011591,FBgn0011693,FBgn0011695,FBgn0011760,FBgn0011826,FBgn0011828,FBgn0013278,FBgn0013342,FBgn0013467,FBgn0013469,FBgn0013674,FBgn0013678,FBgn0013684,FBgn0013725,FBgn0013726,FBgn0013765,FBgn0013949,FBgn0013954,FBgn0013981,FBgn0014141,FBgn0014859,FBgn0014869,FBgn0015222,FBgn0015245,FBgn0015399,FBgn0015754,FBgn0015777,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020255,FBgn0020767,FBgn0022097,FBgn0022382,FBgn0023179,FBgn0023518,FBgn0024326,FBgn0024734,FBgn0024921,FBgn0024941,FBgn0025684,FBgn0025741,FBgn0025885,FBgn0026084,FBgn0026206,FBgn0026376,FBgn0026409,FBgn0026430,FBgn0026439,FBgn0027081,FBgn0027111,FBgn0027339,FBgn0027491,FBgn0027588,FBgn0027610,FBgn0027654,FBgn0027836,FBgn0027843,FBgn0027844,FBgn0028397,FBgn0028399,FBgn0028400,FBgn0028425,FBgn0028473,FBgn0028497,FBgn0028662,FBgn0028743,FBgn0029167,FBgn0029175,FBgn0029685,FBgn0029687,FBgn0029766,FBgn0029843,FBgn0029974,FBgn0030053,FBgn0030090,FBgn0030435,FBgn0030437,FBgn0030485,FBgn0030670,FBgn0030718,FBgn0030791,FBgn0030828,FBgn0030955,FBgn0030973,FBgn0030997,FBgn0030999,FBgn0031057,FBgn0031064,FBgn0031285,FBgn0031294,FBgn0031307,FBgn0031424,FBgn0031453,FBgn0031530,FBgn0031649,FBgn0031673,FBgn0031697,FBgn0031770,FBgn0031820,FBgn0032021,FBgn0032233,FBgn0032336,FBgn0032402,FBgn0032482,FBgn0032689,FBgn0032773,FBgn0032840,FBgn0032876,FBgn0032946,FBgn0032973,FBgn0033132,FBgn0033224,FBgn0033268,FBgn0033484,FBgn0033639,FBgn0033872,FBgn0033876,FBgn0033926,FBgn0034135,FBgn0034476,FBgn0034691,FBgn0034911,FBgn0034968,FBgn0035016,FBgn0035049,FBgn0035236,FBgn0035267,FBgn0035385,FBgn0035439,FBgn0035481,FBgn0035499,FBgn0035871,FBgn0035914,FBgn0036032,FBgn0036165,FBgn0036188,FBgn0036258,FBgn0036316,FBgn0036319,FBgn0036398,FBgn0036461,FBgn0036534,FBgn0036583,FBgn0036880,FBgn0036881,FBgn0036891,FBgn0036927,FBgn0036939,FBgn0036984,FBgn0037026,FBgn0037107,FBgn0037301,FBgn0037386,FBgn0037387,FBgn0037468,FBgn0037533,FBgn0037671,FBgn0037690,FBgn0037755,FBgn0037758,FBgn0037949,FBgn0038029,FBgn0038432,FBgn0038453,FBgn0038504,FBgn0038511,FBgn0038610,FBgn0038641,FBgn0038659,FBgn0038839,FBgn0038880,FBgn0038890,FBgn0038916,FBgn0038984,FBgn0039054,FBgn0039078,FBgn0039081,FBgn0039141,FBgn0039277,FBgn0039380,FBgn0039411,FBgn0039528,FBgn0039562,FBgn0039634,FBgn0039637,FBgn0039647,FBgn0039656,FBgn0039688,FBgn0039915,FBgn0039928,FBgn0040074,FBgn0040208,FBgn0040281,FBgn0040382,FBgn0040505,FBgn0040532,FBgn0040653,FBgn0040752,FBgn0040813,FBgn0041182,FBgn0041707,FBgn0043005,FBgn0043362,FBgn0050158,FBgn0051105,FBgn0051760,FBgn0052204,FBgn0052446,FBgn0052506,FBgn0052647,FBgn0052815,FBgn0053110,FBgn0053116,FBgn0053138,FBgn0053196,FBgn0053556,FBgn0064225,FBgn0069973,FBgn0085424,FBgn0086367,FBgn0086677,FBgn0086784,FBgn0086904,FBgn0087005,FBgn0259108,FBgn0259164,FBgn0259173,FBgn0259223,FBgn0259231,FBgn0259823,FBgn0259824,FBgn0259834,FBgn0259985,FBgn0260795,FBgn0260965,FBgn0261089,FBgn0261514,FBgn0261564,FBgn0261599,FBgn0261648,FBgn0261714,FBgn0261722,FBgn0261986,FBgn0262512,FBgn0262515,FBgn0262714,FBgn0262728,FBgn0262732,FBgn0262736,FBgn0262737,FBgn0262955,FBgn0263029,FBgn0263116,FBgn0263241,FBgn0263352,FBgn0263930,FBgn0264308,FBgn0264753,FBgn0265182,FBgn0265262,FBgn0265266,FBgn0265297,FBgn0265605,FBgn0265623,FBgn0266000,FBgn0266124,FBgn0266449,FBgn0266599,FBgn0266720,FBgn0267002,FBgn0267252,FBgn0267253,FBgn0267330,FBgn0267435
GO:0001505	regulation of neurotransmitter levels	9.49861671439765e-07	9.49861671439765e-07	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0029687,FBgn0033876,FBgn0036927,FBgn0038641,FBgn0043005,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720
GO:0007165	signal transduction	9.89697398246197e-07	9.89697398246197e-07	+1	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0000299,FBgn0000370,FBgn0001105,FBgn0001122,FBgn0001218,FBgn0001257,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003301,FBgn0003326,FBgn0003514,FBgn0003997,FBgn0004507,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0004921,FBgn0005586,FBgn0010348,FBgn0010350,FBgn0011481,FBgn0011582,FBgn0011591,FBgn0011826,FBgn0013725,FBgn0014859,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020767,FBgn0022382,FBgn0023179,FBgn0024326,FBgn0024921,FBgn0024941,FBgn0025741,FBgn0026376,FBgn0026439,FBgn0027111,FBgn0027491,FBgn0029175,FBgn0030437,FBgn0030670,FBgn0031770,FBgn0032336,FBgn0032840,FBgn0034476,FBgn0034691,FBgn0035385,FBgn0035499,FBgn0035871,FBgn0036165,FBgn0037671,FBgn0038504,FBgn0038880,FBgn0038984,FBgn0039054,FBgn0039688,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0040813,FBgn0041707,FBgn0050158,FBgn0051760,FBgn0086677,FBgn0086784,FBgn0087005,FBgn0259231,FBgn0261514,FBgn0261986,FBgn0263029,FBgn0263116,FBgn0263930,FBgn0264753,FBgn0265605,FBgn0267252
GO:0050794	regulation of cellular process	1.20456930604225e-06	1.20456930604225e-06	+1	FBgn0000061,FBgn0000108,FBgn0000120,FBgn0000181,FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000346,FBgn0000370,FBgn0000527,FBgn0000579,FBgn0000611,FBgn0001105,FBgn0001122,FBgn0001197,FBgn0001218,FBgn0001257,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002938,FBgn0002940,FBgn0003137,FBgn0003162,FBgn0003218,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004101,FBgn0004179,FBgn0004507,FBgn0004574,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0004921,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010380,FBgn0010422,FBgn0011481,FBgn0011582,FBgn0011591,FBgn0011760,FBgn0011826,FBgn0013469,FBgn0013725,FBgn0013726,FBgn0013765,FBgn0014141,FBgn0014859,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020255,FBgn0020767,FBgn0022382,FBgn0023179,FBgn0023518,FBgn0024326,FBgn0024921,FBgn0024941,FBgn0025741,FBgn0026206,FBgn0026376,FBgn0026430,FBgn0026439,FBgn0027111,FBgn0027339,FBgn0027491,FBgn0028397,FBgn0028400,FBgn0028425,FBgn0028497,FBgn0029175,FBgn0030437,FBgn0030670,FBgn0030718,FBgn0030955,FBgn0031285,FBgn0031424,FBgn0031770,FBgn0031820,FBgn0032021,FBgn0032336,FBgn0032840,FBgn0033872,FBgn0033876,FBgn0033926,FBgn0034135,FBgn0034476,FBgn0034691,FBgn0035016,FBgn0035385,FBgn0035481,FBgn0035499,FBgn0035871,FBgn0036165,FBgn0036398,FBgn0036534,FBgn0036927,FBgn0037301,FBgn0037671,FBgn0037949,FBgn0038504,FBgn0038880,FBgn0038890,FBgn0038984,FBgn0039054,FBgn0039078,FBgn0039081,FBgn0039141,FBgn0039411,FBgn0039688,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0040813,FBgn0041182,FBgn0041707,FBgn0043362,FBgn0050158,FBgn0051760,FBgn0053196,FBgn0085424,FBgn0086677,FBgn0086784,FBgn0087005,FBgn0259108,FBgn0259173,FBgn0259231,FBgn0259824,FBgn0261089,FBgn0261514,FBgn0261648,FBgn0261722,FBgn0261986,FBgn0262714,FBgn0262732,FBgn0262737,FBgn0263029,FBgn0263116,FBgn0263352,FBgn0263930,FBgn0264753,FBgn0265182,FBgn0265297,FBgn0265605,FBgn0265623,FBgn0266000,FBgn0266599,FBgn0267002,FBgn0267252
GO:0009628	response to abiotic stimulus	1.62885310485881e-06	1.62885310485881e-06	+1	FBgn0000108,FBgn0000120,FBgn0000153,FBgn0000253,FBgn0000273,FBgn0001218,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003301,FBgn0003997,FBgn0004574,FBgn0004623,FBgn0004784,FBgn0004907,FBgn0010350,FBgn0011582,FBgn0013278,FBgn0015245,FBgn0016930,FBgn0019972,FBgn0030670,FBgn0032946,FBgn0033132,FBgn0037671,FBgn0039562,FBgn0039647,FBgn0039915,FBgn0086784,FBgn0087005,FBgn0265262,FBgn0265605,FBgn0266599,FBgn0267252
GO:0009583	detection of light stimulus	1.70616055185977e-06	1.70616055185977e-06	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0030670,FBgn0086784,FBgn0087005,FBgn0267252
GO:0006836	neurotransmitter transport	2.22952997953726e-06	2.22952997953726e-06	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0029687,FBgn0031424,FBgn0033876,FBgn0034911,FBgn0043005,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720
GO:0023061	signal release	2.31562061136044e-06	2.31562061136044e-06	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0028425,FBgn0029687,FBgn0033876,FBgn0038984,FBgn0041707,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720,FBgn0267002
GO:0016079	synaptic vesicle exocytosis	2.45118552351953e-06	2.45118552351953e-06	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0013342,FBgn0028400,FBgn0029687,FBgn0033876,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0266720
GO:0007603	phototransduction, visible light	3.2013803196963e-06	3.2013803196963e-06	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0004623,FBgn0004784,FBgn0010350
GO:0009314	response to radiation	4.37381170412189e-06	4.37381170412189e-06	+1	FBgn0000120,FBgn0000153,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003997,FBgn0004574,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0011582,FBgn0016930,FBgn0019972,FBgn0030670,FBgn0033132,FBgn0037671,FBgn0086784,FBgn0087005,FBgn0267252
GO:0009605	response to external stimulus	5.10532479506996e-06	5.10532479506996e-06	+1	FBgn0000120,FBgn0000253,FBgn0000308,FBgn0000370,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003137,FBgn0003218,FBgn0003997,FBgn0004507,FBgn0004623,FBgn0004784,FBgn0004921,FBgn0010105,FBgn0010350,FBgn0010452,FBgn0011582,FBgn0011695,FBgn0014141,FBgn0015222,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0028425,FBgn0029167,FBgn0029687,FBgn0030090,FBgn0030670,FBgn0032773,FBgn0032840,FBgn0032946,FBgn0033926,FBgn0034476,FBgn0035236,FBgn0035871,FBgn0036891,FBgn0037107,FBgn0037671,FBgn0038659,FBgn0039141,FBgn0039647,FBgn0039915,FBgn0040505,FBgn0040653,FBgn0041182,FBgn0085424,FBgn0086677,FBgn0086784,FBgn0087005,FBgn0263116,FBgn0263930,FBgn0265605,FBgn0266599,FBgn0267002,FBgn0267252
GO:0034220	ion transmembrane transport	5.33488879331362e-06	5.33488879331362e-06	+1	FBgn0000253,FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0026409,FBgn0026439,FBgn0027610,FBgn0028425,FBgn0028662,FBgn0030718,FBgn0031064,FBgn0031424,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036461,FBgn0036984,FBgn0037533,FBgn0037671,FBgn0037690,FBgn0038641,FBgn0039081,FBgn0040752,FBgn0051105,FBgn0259824,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262
GO:0050789	regulation of biological process	5.49638511121142e-06	5.49638511121142e-06	+1	FBgn0000061,FBgn0000092,FBgn0000108,FBgn0000120,FBgn0000181,FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000346,FBgn0000370,FBgn0000527,FBgn0000579,FBgn0000611,FBgn0001105,FBgn0001122,FBgn0001197,FBgn0001218,FBgn0001257,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002938,FBgn0002940,FBgn0003137,FBgn0003162,FBgn0003218,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003520,FBgn0003997,FBgn0004101,FBgn0004179,FBgn0004507,FBgn0004574,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0004921,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010380,FBgn0010422,FBgn0011481,FBgn0011582,FBgn0011591,FBgn0011760,FBgn0011826,FBgn0013469,FBgn0013725,FBgn0013726,FBgn0013765,FBgn0014141,FBgn0014859,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020255,FBgn0020767,FBgn0022382,FBgn0023179,FBgn0023518,FBgn0024326,FBgn0024921,FBgn0024941,FBgn0025741,FBgn0026206,FBgn0026376,FBgn0026430,FBgn0026439,FBgn0027111,FBgn0027339,FBgn0027491,FBgn0028397,FBgn0028400,FBgn0028425,FBgn0028497,FBgn0029175,FBgn0030437,FBgn0030670,FBgn0030718,FBgn0030955,FBgn0031285,FBgn0031294,FBgn0031424,FBgn0031770,FBgn0031820,FBgn0032021,FBgn0032336,FBgn0032840,FBgn0033872,FBgn0033876,FBgn0033926,FBgn0034135,FBgn0034476,FBgn0034691,FBgn0034911,FBgn0035016,FBgn0035385,FBgn0035481,FBgn0035499,FBgn0035871,FBgn0036165,FBgn0036398,FBgn0036534,FBgn0036927,FBgn0037301,FBgn0037671,FBgn0037949,FBgn0038504,FBgn0038839,FBgn0038880,FBgn0038890,FBgn0038984,FBgn0039054,FBgn0039078,FBgn0039081,FBgn0039141,FBgn0039411,FBgn0039688,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040382,FBgn0040505,FBgn0040752,FBgn0040813,FBgn0041182,FBgn0041707,FBgn0043362,FBgn0050158,FBgn0051760,FBgn0053196,FBgn0085424,FBgn0086677,FBgn0086784,FBgn0087005,FBgn0259108,FBgn0259173,FBgn0259231,FBgn0259824,FBgn0261089,FBgn0261514,FBgn0261648,FBgn0261722,FBgn0261986,FBgn0262714,FBgn0262732,FBgn0262737,FBgn0263029,FBgn0263116,FBgn0263352,FBgn0263930,FBgn0264753,FBgn0265182,FBgn0265297,FBgn0265605,FBgn0265623,FBgn0266000,FBgn0266599,FBgn0267002,FBgn0267252
GO:0045055	regulated exocytosis	5.8844861155757e-06	5.8844861155757e-06	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0013342,FBgn0028400,FBgn0029687,FBgn0033876,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0266720
GO:0055085	transmembrane transport	7.80253901728935e-06	7.80253901728935e-06	+1	FBgn0000253,FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015245,FBgn0015777,FBgn0022097,FBgn0025684,FBgn0026409,FBgn0026439,FBgn0027610,FBgn0028425,FBgn0028662,FBgn0030718,FBgn0031064,FBgn0031307,FBgn0031424,FBgn0031649,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036316,FBgn0036319,FBgn0036461,FBgn0036984,FBgn0037386,FBgn0037387,FBgn0037533,FBgn0037671,FBgn0037690,FBgn0038641,FBgn0039081,FBgn0039637,FBgn0039915,FBgn0040752,FBgn0043005,FBgn0051105,FBgn0259164,FBgn0259824,FBgn0259834,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262
GO:0016059	deactivation of rhodopsin mediated signaling	7.85920013042215e-06	7.85920013042215e-06	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0003218,FBgn0004623,FBgn0004784
GO:0099177	regulation of trans-synaptic signaling	8.88953453540045e-06	8.88953453540045e-06	+1	FBgn0000261,FBgn0000273,FBgn0000346,FBgn0004179,FBgn0004636,FBgn0005586,FBgn0026439,FBgn0028400,FBgn0031424,FBgn0032021,FBgn0033872,FBgn0033926,FBgn0035385,FBgn0039141,FBgn0039928,FBgn0040505,FBgn0040752,FBgn0086677
GO:0050804	modulation of chemical synaptic transmission	8.88953453540045e-06	8.88953453540045e-06	+1	FBgn0000261,FBgn0000273,FBgn0000346,FBgn0004179,FBgn0004636,FBgn0005586,FBgn0026439,FBgn0028400,FBgn0031424,FBgn0032021,FBgn0033872,FBgn0033926,FBgn0035385,FBgn0039141,FBgn0039928,FBgn0040505,FBgn0040752,FBgn0086677
GO:0098662	inorganic cation transmembrane transport	1.06520094006091e-05	1.06520094006091e-05	+1	FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0028662,FBgn0030718,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0036461,FBgn0037671,FBgn0037690,FBgn0039081,FBgn0051105,FBgn0259824,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262
GO:0006811	ion transport	1.11289547686879e-05	1.11289547686879e-05	+1	FBgn0000253,FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0026409,FBgn0026439,FBgn0027610,FBgn0028400,FBgn0028425,FBgn0028662,FBgn0030718,FBgn0031064,FBgn0031307,FBgn0031424,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036461,FBgn0036984,FBgn0037533,FBgn0037671,FBgn0037690,FBgn0038641,FBgn0039081,FBgn0039915,FBgn0040752,FBgn0043005,FBgn0051105,FBgn0052446,FBgn0259824,FBgn0259834,FBgn0260795,FBgn0261089,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262
GO:0007610	behavior	1.15722062957591e-05	1.15722062957591e-05	+1	FBgn0000092,FBgn0000108,FBgn0000153,FBgn0000273,FBgn0000527,FBgn0002940,FBgn0003301,FBgn0003520,FBgn0004101,FBgn0004907,FBgn0004921,FBgn0011582,FBgn0011695,FBgn0013469,FBgn0014141,FBgn0016930,FBgn0022382,FBgn0023179,FBgn0026439,FBgn0027491,FBgn0028397,FBgn0030437,FBgn0031453,FBgn0032840,FBgn0033872,FBgn0035016,FBgn0035385,FBgn0036927,FBgn0037671,FBgn0038839,FBgn0038880,FBgn0039141,FBgn0039647,FBgn0040505,FBgn0043005,FBgn0259108,FBgn0259231,FBgn0263241,FBgn0264753,FBgn0267002
GO:0022400	regulation of rhodopsin mediated signaling pathway	1.22802508590396e-05	1.22802508590396e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0003218,FBgn0004623,FBgn0004784
GO:0007269	neurotransmitter secretion	1.30055930273821e-05	1.30055930273821e-05	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0029687,FBgn0033876,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720
GO:0099643	signal release from synapse	1.30055930273821e-05	1.30055930273821e-05	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0029687,FBgn0033876,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720
GO:0009653	anatomical structure morphogenesis	1.32702134652263e-05	1.32702134652263e-05	+1	FBgn0000042,FBgn0000061,FBgn0000108,FBgn0000150,FBgn0000253,FBgn0000261,FBgn0000273,FBgn0000299,FBgn0000308,FBgn0000611,FBgn0001105,FBgn0001114,FBgn0001122,FBgn0001257,FBgn0001258,FBgn0001942,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003326,FBgn0003334,FBgn0003514,FBgn0003997,FBgn0004101,FBgn0004636,FBgn0004907,FBgn0004921,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0010452,FBgn0011591,FBgn0011760,FBgn0013469,FBgn0013725,FBgn0013726,FBgn0013765,FBgn0014141,FBgn0014869,FBgn0015754,FBgn0015777,FBgn0019972,FBgn0022382,FBgn0023179,FBgn0023518,FBgn0025741,FBgn0026084,FBgn0027111,FBgn0027339,FBgn0027491,FBgn0028662,FBgn0030090,FBgn0034135,FBgn0034476,FBgn0035049,FBgn0035871,FBgn0036165,FBgn0037107,FBgn0037671,FBgn0038916,FBgn0039141,FBgn0039411,FBgn0039528,FBgn0039562,FBgn0040505,FBgn0040653,FBgn0040752,FBgn0053196,FBgn0053556,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0263930,FBgn0265297,FBgn0266599,FBgn0267002,FBgn0267435
GO:0032879	regulation of localization	1.57471929324986e-05	1.57471929324986e-05	+1	FBgn0000181,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001257,FBgn0003162,FBgn0003514,FBgn0003520,FBgn0004574,FBgn0004636,FBgn0004784,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0010350,FBgn0020255,FBgn0024921,FBgn0025741,FBgn0028400,FBgn0028425,FBgn0031294,FBgn0032021,FBgn0033872,FBgn0033876,FBgn0037949,FBgn0038890,FBgn0038984,FBgn0039081,FBgn0040208,FBgn0040752,FBgn0041707,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0263930,FBgn0264753,FBgn0266000,FBgn0267002
GO:0048583	regulation of response to stimulus	1.78551645471822e-05	1.78551645471822e-05	+1	FBgn0000120,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000370,FBgn0001105,FBgn0001257,FBgn0001263,FBgn0001942,FBgn0002622,FBgn0002938,FBgn0003218,FBgn0003301,FBgn0003514,FBgn0003997,FBgn0004179,FBgn0004507,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0011481,FBgn0011582,FBgn0011591,FBgn0013725,FBgn0015399,FBgn0015754,FBgn0016641,FBgn0016930,FBgn0019972,FBgn0020767,FBgn0022382,FBgn0024326,FBgn0024921,FBgn0024941,FBgn0025741,FBgn0026376,FBgn0026439,FBgn0029175,FBgn0032840,FBgn0034476,FBgn0034691,FBgn0035871,FBgn0036165,FBgn0037301,FBgn0037671,FBgn0038504,FBgn0039054,FBgn0039141,FBgn0039688,FBgn0040281,FBgn0040505,FBgn0040752,FBgn0085424,FBgn0086677,FBgn0261514,FBgn0263930
GO:0071482	cellular response to light stimulus	2.13509442849892e-05	2.13509442849892e-05	+1	FBgn0000120,FBgn0000253,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0004623,FBgn0004784,FBgn0010350,FBgn0033132
GO:0140352	export from cell	2.13509442849892e-05	2.13509442849892e-05	+1	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0015777,FBgn0028400,FBgn0028425,FBgn0029687,FBgn0032946,FBgn0033876,FBgn0038984,FBgn0041707,FBgn0052506,FBgn0086784,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720,FBgn0267002
GO:0034330	cell junction organization	2.13509442849892e-05	2.13509442849892e-05	+1	FBgn0000108,FBgn0000150,FBgn0001122,FBgn0001125,FBgn0003301,FBgn0003520,FBgn0004509,FBgn0004636,FBgn0005586,FBgn0010105,FBgn0015777,FBgn0029687,FBgn0029974,FBgn0030718,FBgn0032233,FBgn0034135,FBgn0034691,FBgn0035049,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040752,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0259231,FBgn0267002
GO:0098660	inorganic ion transmembrane transport	2.26104952187017e-05	2.26104952187017e-05	+1	FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0026409,FBgn0027610,FBgn0028662,FBgn0030718,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0036461,FBgn0037671,FBgn0037690,FBgn0039081,FBgn0051105,FBgn0259824,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262
