query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	evidence_codes	intersection	enrichment
query_1	TRUE	0.0189709814028028	88	400	9	0.0225	0.102272727272727	GO:0010817	GO:BP	regulation of hormone levels	12797	4964	IBA,IMP,IMP IBA,IMP,ISS,IEA,IMP,IBA,IMP	FBgn0004509,FBgn0011693,FBgn0023179,FBgn0028425,FBgn0032336,FBgn0038610,FBgn0038984,FBgn0041707,FBgn0267002	3.27196022727273
query_1	TRUE	0.0136821369119122	99	400	10	0.025	0.101010101010101	GO:0051235	GO:BP	maintenance of location	12797	15739	IMP,IMP IBA,IMP,IMP,IDA,IMP,IBA,IDA IMP IC,IMP,IMP IBA IEA	FBgn0000042,FBgn0000308,FBgn0001257,FBgn0004907,FBgn0010348,FBgn0010350,FBgn0015222,FBgn0261714,FBgn0263930,FBgn0267330	3.23156565656566
query_1	TRUE	0.00385125328508532	129	400	13	0.0325	0.10077519379845	GO:0055065	GO:BP	metal ion homeostasis	12797	16820	IMP,IMP,IDA IMP IBA IEA,IBA,IBA,IBA,IDA IMP,IMP IBA,IMP IBA,IMP,IDA,IDA IMP IC,IMP	FBgn0002868,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0053138,FBgn0259231,FBgn0261714,FBgn0261722	3.2240503875969
query_1	TRUE	0.00979907661038498	110	400	11	0.0275	0.1	GO:0009611	GO:BP	response to wounding	12797	3996	IMP,IMP,IMP,IDA,IMP,IMP,IMP,IDA IMP,IMP,IGI,IMP	FBgn0000108,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0003514,FBgn0004179,FBgn0029167,FBgn0032773,FBgn0035049,FBgn0039141,FBgn0087005	3.19925
query_1	TRUE	0.0328161837813722	81	400	8	0.02	0.0987654320987654	GO:0071692	GO:BP	protein localization to extracellular region	12797	19727	IBA,IMP,IMP,IMP IBA,IGI,IMP,IMP,IMP	FBgn0005586,FBgn0028425,FBgn0038984,FBgn0039054,FBgn0052506,FBgn0259824,FBgn0263930,FBgn0267002	3.15975308641975
query_1	TRUE	4.26201683488784e-05	233	400	23	0.0575	0.0987124463519313	GO:0046903	GO:BP	secretion	12797	14485	IMP NAS,IMP ISS,IDA IMP IBA TAS NAS IEA,IBA,ISS IBA NAS IEA,TAS,ISS NAS,IMP ISS IBA NAS IEA,IMP,NAS,IMP,ISS,IMP,IBA,IGI,IMP,IMP,IMP,IMP,IBA NAS,IPI IMP IGI,IBA NAS,IMP	FBgn0000346,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0013342,FBgn0028400,FBgn0028425,FBgn0029687,FBgn0031294,FBgn0033876,FBgn0038984,FBgn0041707,FBgn0052506,FBgn0085431,FBgn0086784,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0266599,FBgn0266720,FBgn0267002	3.15805793991416
query_1	TRUE	0.0498355814291537	71	400	7	0.0175	0.0985915492957746	GO:0006813	GO:BP	potassium ion transport	12797	2782	IDA IBA IEA,IEA,IBA,IBA IEA,IEA,IDA IBA IEA,IDA IBA IEA	FBgn0015777,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0037690,FBgn0039081	3.15419014084507
query_1	TRUE	0.0351579341697462	82	400	8	0.02	0.0975609756097561	GO:0010035	GO:BP	response to inorganic substance	12797	4322	IMP IBA,IDA ISS,IMP,IGI,IBA,IMP,IBA,IMP	FBgn0000261,FBgn0002868,FBgn0015222,FBgn0024734,FBgn0028400,FBgn0036461,FBgn0261089,FBgn0267252	3.12121951219512
query_1	TRUE	0.0170719075969411	103	400	10	0.025	0.0970873786407767	GO:0061640	GO:BP	cytoskeleton-dependent cytokinesis	12797	18350	IMP IBA,IMP,IMP TAS,IDA IMP,IMP,IMP,IMP IBA,IMP,IMP,IMP	FBgn0000042,FBgn0000043,FBgn0000308,FBgn0003514,FBgn0004574,FBgn0010348,FBgn0013726,FBgn0086784,FBgn0265297,FBgn0266124	3.10606796116505
query_1	TRUE	1.53929600756923e-06	321	400	31	0.0775	0.0965732087227414	GO:0098655	GO:BP	cation transmembrane transport	12797	22067	IDA,IEA,IGI IC IEA,IBA IEA,IBA,IMP,IDA IBA,IC,IMP,IC IEA,IBA,IEA,IBA,IBA,IEA,IDA IBA,IMP IBA,IMP,ISS,IDA IBA IEA,IBA IEA,IBA,IBA,IBA IEA,IEA,IMP IEA,IC IEA,IC IEA,IC IEA,IDA,IBA IEA	FBgn0000253,FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0028425,FBgn0028662,FBgn0030718,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036461,FBgn0037533,FBgn0037671,FBgn0037690,FBgn0039081,FBgn0039915,FBgn0040752,FBgn0051105,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262	3.08961838006231
query_1	TRUE	0.00354028575029382	145	400	14	0.035	0.096551724137931	GO:0051050	GO:BP	positive regulation of transport	12797	15587	IDA,IGI,IMP,IMP,IDA,IDA,IMP,IEA,IEA,IMP,IMP,IMP,IMP,IMP	FBgn0000253,FBgn0004784,FBgn0010105,FBgn0010348,FBgn0015777,FBgn0028400,FBgn0028425,FBgn0032021,FBgn0033872,FBgn0038984,FBgn0085431,FBgn0259173,FBgn0259824,FBgn0267002	3.08893103448276
query_1	TRUE	0.0176006964926501	104	400	10	0.025	0.0961538461538462	GO:0042461	GO:BP	photoreceptor cell development	12797	11811	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IGI,IMP IGI	FBgn0000253,FBgn0002940,FBgn0013765,FBgn0015754,FBgn0034135,FBgn0040505,FBgn0086677,FBgn0261714,FBgn0265297,FBgn0267435	3.07620192307692
query_1	TRUE	0.0258412265562818	94	400	9	0.0225	0.0957446808510638	GO:0019827	GO:BP	stem cell population maintenance	12797	6994	IMP,IMP,IMP,IGI,IMP,IMP,IDA,IMP,IMP	FBgn0000308,FBgn0001197,FBgn0001942,FBgn0004636,FBgn0011591,FBgn0013469,FBgn0015754,FBgn0038984,FBgn0263930	3.06311170212766
query_1	TRUE	0.0258412265562818	94	400	9	0.0225	0.0957446808510638	GO:0098727	GO:BP	maintenance of cell number	12797	22114	IMP,IMP,IMP,IGI,IMP,IMP,IDA,IMP,IMP	FBgn0000308,FBgn0001197,FBgn0001942,FBgn0004636,FBgn0011591,FBgn0013469,FBgn0015754,FBgn0038984,FBgn0263930	3.06311170212766
query_1	TRUE	1.13868558052402e-05	283	400	27	0.0675	0.0954063604240283	GO:0098662	GO:BP	inorganic cation transmembrane transport	12797	22074	IEA,IGI IC IEA,IBA IEA,IBA,IMP,IDA IBA,IC,IC IEA,IBA,IEA,IBA,IBA,IEA,IBA,IMP IBA,ISS,IDA IBA IEA,IBA IEA,IBA,IBA IEA,IEA,IMP IEA,IC IEA,IC IEA,IC IEA,IDA,IBA IEA	FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0028662,FBgn0030718,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036461,FBgn0037671,FBgn0037690,FBgn0039081,FBgn0039915,FBgn0051105,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262	3.05228798586572
query_1	TRUE	0.0392068516260026	84	400	8	0.02	0.0952380952380952	GO:0007591	GO:BP	molting cycle, chitin-based cuticle	12797	3465	IMP,IMP IGI,IMP,IGI,IGI,IGI,IMP,IMP	FBgn0000370,FBgn0000527,FBgn0003162,FBgn0003301,FBgn0014859,FBgn0024326,FBgn0035049,FBgn0053196	3.04690476190476
query_1	TRUE	0.018710202570149	105	400	10	0.025	0.0952380952380952	GO:0015711	GO:BP	organic anion transport	12797	5401	IC IEA,IDA IBA IEA,IMP,ISA,IDA ISM,ISS,IMP,ISM,IMP,IBA	FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031424,FBgn0034911,FBgn0036316,FBgn0037533,FBgn0039915,FBgn0085431,FBgn0259834	3.04690476190476
query_1	TRUE	0.0134076138698796	116	400	11	0.0275	0.0948275862068965	GO:0000910	GO:BP	cytokinesis	12797	311	IMP IBA,IMP,IMP TAS,IDA IMP,IMP,IMP,IMP IBA,IMP,IMP,IMP,IMP	FBgn0000042,FBgn0000043,FBgn0000308,FBgn0003514,FBgn0004574,FBgn0010348,FBgn0013726,FBgn0032402,FBgn0086784,FBgn0265297,FBgn0266124	3.03377155172414
query_1	TRUE	0.0409938959845271	85	400	8	0.02	0.0941176470588235	GO:0007435	GO:BP	salivary gland morphogenesis	12797	3322	IMP,IMP,IMP IGI IEP,IMP,IMP,IMP,IMP,IMP	FBgn0000253,FBgn0000308,FBgn0003997,FBgn0010452,FBgn0011760,FBgn0019972,FBgn0035871,FBgn0086677	3.01105882352941
query_1	TRUE	0.0409938959845271	85	400	8	0.02	0.0941176470588235	GO:0042303	GO:BP	molting cycle	12797	11687	IMP,IMP IGI,IMP,IGI,IGI,IGI,IMP,IMP	FBgn0000370,FBgn0000527,FBgn0003162,FBgn0003301,FBgn0014859,FBgn0024326,FBgn0035049,FBgn0053196	3.01105882352941
query_1	TRUE	0.0409938959845271	85	400	8	0.02	0.0941176470588235	GO:0022612	GO:BP	gland morphogenesis	12797	7627	IMP,IMP,IMP IGI IEP,IMP,IMP,IMP,IMP,IMP	FBgn0000253,FBgn0000308,FBgn0003997,FBgn0010452,FBgn0011760,FBgn0019972,FBgn0035871,FBgn0086677	3.01105882352941
query_1	TRUE	0.0140233510286068	117	400	11	0.0275	0.094017094017094	GO:0060627	GO:BP	regulation of vesicle-mediated transport	12797	17436	IDA IMP,IBA,IGI,ISS IBA,IMP,IMP,IDA IBA,IDA IMP,IBA,IMP,IBA	FBgn0004179,FBgn0004636,FBgn0004784,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0028400,FBgn0033876,FBgn0038890,FBgn0259173,FBgn0261089	3.00784188034188
query_1	TRUE	0.0204827250575599	107	400	10	0.025	0.0934579439252336	GO:0097305	GO:BP	response to alcohol	12797	21822	IMP,IMP,IMP,IMP,IEP,IDA,IMP,IMP TAS NAS,IDA,IMP	FBgn0000253,FBgn0000273,FBgn0003301,FBgn0003326,FBgn0003997,FBgn0004784,FBgn0014141,FBgn0022382,FBgn0023518,FBgn0031453	2.98995327102804
query_1	TRUE	0.00514308468310474	152	400	14	0.035	0.0921052631578947	GO:0006644	GO:BP	phospholipid metabolic process	12797	2628	IMP,IMP NAS IEA,IEA,IEA,IBA IEA,IMP,IBA IEA,IBA,ISS IEA,ISS IBA IEA,IBA,IBA,IBA IEA,IBA IEA	FBgn0003218,FBgn0010350,FBgn0025885,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030997,FBgn0032482,FBgn0034691,FBgn0036939,FBgn0038890,FBgn0053116,FBgn0259985	2.94667763157895
query_1	TRUE	1.15109819221955e-08	489	400	45	0.1125	0.0920245398773006	GO:0007267	GO:BP	cell-cell signaling	12797	3171	IMP,IMP,IDA IMP IGI IEP NAS,IMP,IMP,IGI ISS,IDA IMP IBA TAS NAS,IBA,ISS NAS,TAS,IGI,IBA IEA,ISS NAS,IDA,IMP,IMP,IMP ISS IBA NAS,IMP,IMP IGI IEA,NAS,IMP IBA,IEA,IEA,ISS,IDA,IMP,IBA,IMP,IMP,IMP TAS,IBA,IMP,IMP IBA,IBA,IMP,IMP,IMP,IMP,IBA NAS,IBA,IGI IBA IEA,IMP,IPI IMP IGI,IBA NAS,IMP	FBgn0000261,FBgn0000273,FBgn0000346,FBgn0001122,FBgn0003301,FBgn0004179,FBgn0004574,FBgn0004636,FBgn0005586,FBgn0010348,FBgn0011481,FBgn0011582,FBgn0013342,FBgn0013725,FBgn0016930,FBgn0026439,FBgn0028400,FBgn0028425,FBgn0029175,FBgn0029687,FBgn0031424,FBgn0032021,FBgn0033872,FBgn0033876,FBgn0033926,FBgn0035385,FBgn0037671,FBgn0038984,FBgn0039054,FBgn0039141,FBgn0039928,FBgn0040505,FBgn0040752,FBgn0041707,FBgn0085431,FBgn0086677,FBgn0086784,FBgn0259824,FBgn0261089,FBgn0263116,FBgn0263930,FBgn0265297,FBgn0266599,FBgn0266720,FBgn0267002	2.94409509202454
query_1	TRUE	0.0449839513881552	87	400	8	0.02	0.0919540229885057	GO:0030705	GO:BP	cytoskeleton-dependent intracellular transport	12797	7973	IMP,IMP IEP,IMP IGI IBA,IMP,IMP,IMP,IMP,IMP IBA	FBgn0003514,FBgn0004381,FBgn0015754,FBgn0029687,FBgn0037671,FBgn0040281,FBgn0259108,FBgn0267002	2.94183908045977
query_1	TRUE	3.72235675723779e-05	284	400	26	0.065	0.0915492957746479	GO:0050808	GO:BP	synapse organization	12797	15383	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP TAS,IMP,IEP IBA,IMP,IEP IBA,IGI,IMP,IBA,IMP,IMP,IBA,IMP,IMP,IDA IMP ISS IBA,IGI,IMP,IMP NAS,IMP,IMP	FBgn0000108,FBgn0001122,FBgn0001125,FBgn0003301,FBgn0003520,FBgn0004509,FBgn0005586,FBgn0010105,FBgn0029687,FBgn0029974,FBgn0030718,FBgn0032233,FBgn0034135,FBgn0034691,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040752,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0259231,FBgn0267002	2.92889084507042
query_1	TRUE	5.20419607188758e-07	394	400	36	0.09	0.0913705583756345	GO:0006812	GO:BP	cation transport	12797	2781	IDA,IEA,IGI IC IEA,IBA IEA,IBA,IMP IEA,IDA IBA IEA,IC,IBA,IMP,IC IEA,IBA,IEA,IBA,IBA IEA,IEA,IDA ISM IBA,IMP IBA IEA,IMP,ISS,IDA IBA IEA,IBA IEA,IDA IBA IEA,IBA,IBA,IEA,ISS IBA IEA,IEA,IEA,IBA,IDA IMP IEA,IC IEA,IC IEA,IC IEA,IDA,IBA IEA	FBgn0000253,FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0028400,FBgn0028425,FBgn0028662,FBgn0030718,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036461,FBgn0037533,FBgn0037671,FBgn0037690,FBgn0038641,FBgn0039081,FBgn0039915,FBgn0040752,FBgn0043005,FBgn0051105,FBgn0052446,FBgn0260795,FBgn0261089,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262	2.92317258883249
query_1	TRUE	0.000509839335442627	221	400	20	0.05	0.0904977375565611	GO:0019725	GO:BP	cellular homeostasis	12797	6957	IGI,IMP,IGI,IDA,IMP,IDA IMP IBA IEA,IMP IGI,IBA,IBA,IBA,IDA IMP,IMP IBA,IBA,IMP,IDA,IDA IMP IC,IMP,IBA,IMP,ISS	FBgn0000253,FBgn0000346,FBgn0004179,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015754,FBgn0015777,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0052446,FBgn0053138,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262	2.89524886877828
query_1	TRUE	0.000101382425957989	266	400	24	0.06	0.0902255639097744	GO:0048878	GO:BP	chemical homeostasis	12797	15212	IMP,IMP,IMP,IMP,IMP,IDA,IMP,IDA IMP IBA IEA,IBA,IMP,IMP,IBA,IBA,IDA IMP,IMP IBA,IMP,IMP IBA,IMP,IDA,IDA IMP IC,IMP,IBA,IMP,ISS	FBgn0000064,FBgn0000579,FBgn0001092,FBgn0002868,FBgn0003074,FBgn0005671,FBgn0011582,FBgn0015222,FBgn0015777,FBgn0023179,FBgn0028425,FBgn0032689,FBgn0032946,FBgn0035385,FBgn0036461,FBgn0038984,FBgn0052446,FBgn0053138,FBgn0259231,FBgn0261714,FBgn0261722,FBgn0262515,FBgn0262736,FBgn0265262	2.88654135338346
query_1	TRUE	1.45975483112241e-05	323	400	29	0.0725	0.0897832817337461	GO:0098660	GO:BP	inorganic ion transmembrane transport	12797	22072	IEA,IGI IC IEA,IBA IEA,IBA,IMP,IDA IBA,IC,ISS IBA IEA,IDA IBA IEA,IC IEA,IBA,IEA,IBA,IBA,IEA,IBA,IMP IBA,ISS,IDA IBA IEA,IBA IEA,IBA,IBA IEA,IBA IEA,IMP IEA,IC IEA,IC IEA,IC IEA,IDA,IBA IEA	FBgn0003218,FBgn0005671,FBgn0013674,FBgn0013684,FBgn0015222,FBgn0015777,FBgn0022097,FBgn0026409,FBgn0027610,FBgn0028662,FBgn0030718,FBgn0032021,FBgn0032689,FBgn0032946,FBgn0033872,FBgn0034911,FBgn0036461,FBgn0037671,FBgn0037690,FBgn0039081,FBgn0039915,FBgn0051105,FBgn0260795,FBgn0261722,FBgn0262512,FBgn0262515,FBgn0262736,FBgn0264753,FBgn0265262	2.87239164086687
query_1	TRUE	0.0388858853849082	102	400	9	0.0225	0.0882352941176471	GO:0098656	GO:BP	anion transmembrane transport	12797	22068	ISS IBA IEA,IC IEA,IDA IBA IEA,IMP,ISA,IBA,IDA,IMP,IBA	FBgn0026409,FBgn0026439,FBgn0027610,FBgn0028425,FBgn0031424,FBgn0032689,FBgn0034911,FBgn0037533,FBgn0260795	2.82286764705882
query_1	TRUE	0.0112312142900556	148	400	13	0.0325	0.0878378378378378	GO:0046486	GO:BP	glycerolipid metabolic process	12797	14207	IMP,IMP,IMP NAS IEA,IEA,IBA IEA,IMP,IBA,IBA,ISS IEA,ISS IBA IEA,IBA,IBA,IBA IEA	FBgn0000370,FBgn0003218,FBgn0010350,FBgn0028399,FBgn0028497,FBgn0029687,FBgn0030670,FBgn0030997,FBgn0032482,FBgn0034691,FBgn0038890,FBgn0053116,FBgn0259985	2.81015202702703
query_1	TRUE	0.0290314060986089	115	400	10	0.025	0.0869565217391304	GO:0009266	GO:BP	response to temperature stimulus	12797	3876	IMP,IMP,IMP,IMP,IDA,IMP,IMP NAS,IEP,ISS,IMP	FBgn0000273,FBgn0002940,FBgn0003301,FBgn0004907,FBgn0010350,FBgn0011582,FBgn0013278,FBgn0015245,FBgn0039562,FBgn0265605	2.78195652173913
query_1	TRUE	1.76245121718077e-05	345	400	30	0.075	0.0869565217391304	GO:0034330	GO:BP	cell junction organization	12797	9873	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IGI,IMP,IMP TAS,IMP,IMP,IEP IBA,IMP,IEP IBA,IGI,IMP,IMP,IBA,IMP,IMP,IBA,IMP,IMP,IDA IMP ISS IBA,IGI,IMP,IMP NAS,IMP,IMP	FBgn0000108,FBgn0000150,FBgn0001122,FBgn0001125,FBgn0003301,FBgn0003520,FBgn0004509,FBgn0004636,FBgn0005586,FBgn0010105,FBgn0015777,FBgn0029687,FBgn0029974,FBgn0030718,FBgn0032233,FBgn0034135,FBgn0034691,FBgn0035049,FBgn0037107,FBgn0037671,FBgn0039141,FBgn0039928,FBgn0040208,FBgn0040281,FBgn0040752,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0259231,FBgn0267002	2.78195652173913
query_1	TRUE	5.37922032660436e-06	380	400	33	0.0825	0.0868421052631579	GO:0009628	GO:BP	response to abiotic stimulus	12797	4009	IMP,IGI TAS NAS,IMP,IMP IGI TAS,IMP,IPI IMP,IMP TAS,IMP ISS IBA NAS IEA,IMP TAS,IMP,IMP,IMP,IDA IMP TAS,IMP IGI TAS NAS,IMP,IDA IMP IGI NAS,IMP,IMP IEP NAS,IEP,IMP,IMP,IMP,IMP,IMP,IMP,ISS,IMP IGI,IDA,IMP,IMP,IMP,IMP,IPI	FBgn0000108,FBgn0000120,FBgn0000153,FBgn0000253,FBgn0000273,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003301,FBgn0003997,FBgn0004574,FBgn0004623,FBgn0004784,FBgn0004907,FBgn0010350,FBgn0011582,FBgn0013278,FBgn0015245,FBgn0016930,FBgn0019972,FBgn0030670,FBgn0032946,FBgn0033132,FBgn0037671,FBgn0039562,FBgn0039647,FBgn0039915,FBgn0086784,FBgn0087005,FBgn0265262,FBgn0265605,FBgn0267252	2.77829605263158
query_1	TRUE	8.5175994772856e-05	300	400	26	0.065	0.0866666666666667	GO:0051049	GO:BP	regulation of transport	12797	15586	IDA IMP,IGI,IDA IMP,IBA,IGI,ISS IBA,IMP,IMP,IDA,IDA IMP IBA,IMP,IMP,IEA,IEA,IDA IMP,IBA,IMP,IBA IEA,IBA,IBA,IMP,IMP,IMP,IBA,IDA,IMP	FBgn0000253,FBgn0000273,FBgn0004179,FBgn0004636,FBgn0004784,FBgn0005586,FBgn0010105,FBgn0010348,FBgn0015777,FBgn0028400,FBgn0028425,FBgn0031294,FBgn0032021,FBgn0033872,FBgn0033876,FBgn0038890,FBgn0038984,FBgn0039081,FBgn0040752,FBgn0041707,FBgn0085431,FBgn0259173,FBgn0259824,FBgn0261089,FBgn0264753,FBgn0267002	2.77268333333333
query_1	TRUE	0.0135077303105973	153	400	13	0.0325	0.0849673202614379	GO:0008340	GO:BP	determination of adult lifespan	12797	3598	TAS,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	FBgn0000261,FBgn0001257,FBgn0003301,FBgn0004507,FBgn0014141,FBgn0026439,FBgn0027111,FBgn0027491,FBgn0030718,FBgn0031820,FBgn0032840,FBgn0038880,FBgn0053138	2.71831699346405
query_1	TRUE	1.61210583335038e-07	522	400	44	0.11	0.0842911877394636	GO:0050877	GO:BP	nervous system process	12797	15439	IDA IMP,IMP IEA,IDA IMP,IMP,IMP,IMP IEA,IEA,IEA,IMP IEA,IDA IMP TAS,TAS,IMP,IMP,IEA,IEA,IMP IEA,IMP,IC,IEA,IMP,IEA,IMP,IMP,IMP,IMP,IMP,ISS,ISS,IMP,ISS ISA IBA,IMP,IMP,TAS,IMP,IBA,IMP,IMP,IEA,IMP,IMP IGI,IEA,IMP IGI,IEA,IEA	FBgn0000108,FBgn0000120,FBgn0000253,FBgn0000273,FBgn0001122,FBgn0001263,FBgn0002938,FBgn0002940,FBgn0003218,FBgn0003301,FBgn0003520,FBgn0004101,FBgn0004381,FBgn0004623,FBgn0004636,FBgn0004784,FBgn0004907,FBgn0005664,FBgn0010350,FBgn0011582,FBgn0013725,FBgn0014141,FBgn0015777,FBgn0016930,FBgn0026439,FBgn0028397,FBgn0029974,FBgn0032233,FBgn0032946,FBgn0033268,FBgn0035016,FBgn0037671,FBgn0039141,FBgn0040505,FBgn0040752,FBgn0043005,FBgn0086367,FBgn0087005,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0264753,FBgn0267252,FBgn0267435	2.69668582375479
query_1	TRUE	0.0480496166276892	107	400	9	0.0225	0.0841121495327103	GO:0006457	GO:BP	protein folding	12797	2450	IBA,NAS,IDA IMP,IBA,IBA,ISS IBA IEA,ISS,ISS IBA IEA,IDA ISS IBA	FBgn0001218,FBgn0004179,FBgn0004907,FBgn0013278,FBgn0013954,FBgn0015245,FBgn0027654,FBgn0039562,FBgn0266599	2.69095794392523
query_1	TRUE	0.0480496166276892	107	400	9	0.0225	0.0841121495327103	GO:0008038	GO:BP	neuron recognition	12797	3517	IMP,IMP,IMP TAS,IMP,IMP,IMP,IMP,IMP,IMP	FBgn0001114,FBgn0004509,FBgn0010105,FBgn0025741,FBgn0035049,FBgn0035236,FBgn0039528,FBgn0043362,FBgn0266599	2.69095794392523
query_1	TRUE	4.60906613824474e-08	574	400	48	0.12	0.0836236933797909	GO:0048666	GO:BP	neuron development	12797	15012	IMP,IMP,IMP,IMP IGI,IBA,IMP,IEA,IMP,IEA,IMP,IMP,IMP,IMP,IMP,IMP IGI TAS IEA,IMP IGI,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP IGI IBA,IMP,IMP IGI,IMP,IMP,IMP,IMP,IMP,IEA,IMP IGI,IMP,IMP,IMP,IBA,IMP,IMP,IMP,IMP IBA,IMP,IMP,IGI,IMP,IMP,IMP IGI	FBgn0000108,FBgn0000253,FBgn0000273,FBgn0000308,FBgn0000611,FBgn0001114,FBgn0001257,FBgn0002940,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0003997,FBgn0004509,FBgn0004574,FBgn0010105,FBgn0010348,FBgn0010452,FBgn0011760,FBgn0013765,FBgn0014141,FBgn0015754,FBgn0019972,FBgn0022382,FBgn0024326,FBgn0025741,FBgn0027339,FBgn0027491,FBgn0030090,FBgn0034135,FBgn0034476,FBgn0035049,FBgn0035236,FBgn0037107,FBgn0039141,FBgn0039528,FBgn0040208,FBgn0040505,FBgn0040752,FBgn0043362,FBgn0085424,FBgn0086677,FBgn0259108,FBgn0261714,FBgn0263930,FBgn0265297,FBgn0266599,FBgn0267002,FBgn0267435	2.67533101045296
query_1	TRUE	0.0152212857303106	156	400	13	0.0325	0.0833333333333333	GO:0010259	GO:BP	multicellular organism aging	12797	4524	TAS,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	FBgn0000261,FBgn0001257,FBgn0003301,FBgn0004507,FBgn0014141,FBgn0026439,FBgn0027111,FBgn0027491,FBgn0030718,FBgn0031820,FBgn0032840,FBgn0038880,FBgn0053138	2.66604166666667
query_1	TRUE	0.000216172023072624	318	400	26	0.065	0.0817610062893082	GO:0061564	GO:BP	axon development	12797	18307	IMP,IMP,IMP,IMP,IEA,IEA,IMP,IMP,IMP IGI TAS IEA,IMP,IMP,IMP,IMP,IMP IGI IBA,IMP IGI,IMP,IMP,IMP,IEA,IGI,IMP,IMP,IMP,IMP IBA,IMP,IMP	FBgn0000253,FBgn0000273,FBgn0000308,FBgn0001114,FBgn0001257,FBgn0003137,FBgn0003301,FBgn0003334,FBgn0010105,FBgn0010452,FBgn0014141,FBgn0015754,FBgn0022382,FBgn0025741,FBgn0027491,FBgn0030090,FBgn0034476,FBgn0035049,FBgn0037107,FBgn0039141,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0263930,FBgn0266599	2.61573899371069
query_1	TRUE	0.000109929405328989	344	400	28	0.07	0.0813953488372093	GO:0048749	GO:BP	compound eye development	12797	15091	IMP,IMP,IMP,IMP IGI,IMP,IMP IGI,IEP,IMP,IMP,IDA IMP,IDA IMP,IMP IGI IEP,IMP,IMP,IMP,IMP IGI,IMP,IMP,IMP,IMP,IMP,NAS,IMP,IMP,IMP,IMP,IGI,IMP IGI	FBgn0000008,FBgn0000253,FBgn0002940,FBgn0003326,FBgn0003334,FBgn0004636,FBgn0005664,FBgn0010348,FBgn0010380,FBgn0011591,FBgn0013469,FBgn0013725,FBgn0015754,FBgn0019972,FBgn0023179,FBgn0023518,FBgn0034135,FBgn0037671,FBgn0040505,FBgn0043362,FBgn0086677,FBgn0259108,FBgn0261648,FBgn0261714,FBgn0261986,FBgn0263930,FBgn0265297,FBgn0267435	2.60404069767442
query_1	TRUE	0.0078582723757576	198	400	16	0.04	0.0808080808080808	GO:0021700	GO:BP	developmental maturation	12797	7263	IMP,IMP,IMP IGI TAS,IMP IGI,IMP IGI TAS,IMP,IGI,IMP IGI,IMP,IGI,IMP,IMP,IGI,IMP,IMP,IMP	FBgn0000181,FBgn0000273,FBgn0000308,FBgn0000527,FBgn0003520,FBgn0004574,FBgn0004907,FBgn0010348,FBgn0011760,FBgn0014859,FBgn0015754,FBgn0019972,FBgn0024326,FBgn0029687,FBgn0036534,FBgn0267002	2.58525252525253
